station_id,start_date,departures,arrivals,latitude,longitude,total_docks,net_change
3320,2024-04-14,11.0,12.0,39.9746,-75.15917,17.0,1.0
3096,2025-01-30,0.0,1.0,39.99119,-75.17975,14.0,1.0
3287,2023-09-27,3.0,3.0,39.94367,-75.21606,16.0,0.0
3250,2024-07-02,3.0,8.0,39.95673,-75.14575,17.0,5.0
3077,2024-04-13,5.0,5.0,39.97207,-75.16351,19.0,0.0
3038,2023-05-23,31.0,38.0,39.94781,-75.19409,28.0,7.0
3061,2023-03-03,9.0,10.0,,,,1.0
3088,2026-02-04,3.0,3.0,39.96984,-75.1418,35.0,0.0
3331,2025-06-18,8.0,8.0,39.97116,-75.12813,20.0,0.0
3417,2025-12-02,0.0,1.0,39.99146,-75.14808,15.0,1.0
3256,2024-09-26,40.0,47.0,39.95269,-75.17779,23.0,7.0
3271,2026-02-12,1.0,2.0,39.9476,-75.22946,18.0,1.0
3197,2024-10-29,11.0,12.0,39.92083,-75.17033,23.0,1.0
3301,2023-10-04,41.0,38.0,39.95029,-75.17126,15.0,-3.0
3099,2023-11-16,17.0,14.0,39.93401,-75.15094,19.0,-3.0
3267,2023-12-03,2.0,1.0,39.918,-75.1796,12.0,-1.0
3374,2024-06-13,23.0,29.0,39.9728,-75.17971,18.0,6.0
3006,2025-12-27,2.0,2.0,39.9522,-75.20311,17.0,0.0
3185,2025-08-27,58.0,60.0,39.95169,-75.15888,21.0,2.0
3115,2025-07-16,8.0,8.0,39.97263,-75.16757,18.0,0.0
3279,2023-04-18,2.0,2.0,39.9265,-75.1668,18.0,0.0
3258,2023-06-23,2.0,3.0,39.95828,-75.22424,20.0,1.0
3019,2023-07-11,13.0,10.0,39.95403,-75.14983,15.0,-3.0
3383,2025-06-30,8.0,15.0,39.96634,-75.14222,19.0,7.0
3392,2025-02-23,2.0,2.0,39.93633,-75.19447,13.0,0.0
3197,2024-03-14,12.0,21.0,39.92083,-75.17033,23.0,9.0
3313,2024-07-10,5.0,3.0,39.9158,-75.1643,9.0,-2.0
3104,2023-06-27,11.0,9.0,39.96664,-75.19209,13.0,-2.0
3040,2024-02-18,10.0,3.0,39.96289,-75.16606,21.0,-7.0
3208,2023-06-25,8.0,8.0,39.95048,-75.19324,28.0,0.0
3021,2023-04-21,33.0,36.0,39.9539,-75.16902,34.0,3.0
3040,2024-07-09,16.0,18.0,39.96289,-75.16606,21.0,2.0
3350,2025-11-14,2.0,3.0,39.99415,-75.15527,20.0,1.0
3324,2026-02-28,11.0,9.0,39.99484,-75.19242,23.0,-2.0
3009,2023-04-15,17.0,22.0,39.95576,-75.18982,14.0,5.0
3213,2026-02-02,21.0,18.0,39.93887,-75.16663,25.0,-3.0
3385,2025-11-25,10.0,7.0,39.94974,-75.15424,15.0,-3.0
3250,2023-10-23,6.0,7.0,39.95673,-75.14575,17.0,1.0
3072,2025-08-15,21.0,21.0,39.93445,-75.14541,25.0,0.0
3158,2023-05-24,15.0,13.0,39.92552,-75.16904,15.0,-2.0
3278,2024-06-17,2.0,1.0,39.99301,-75.1681,11.0,-1.0
3370,2026-02-11,3.0,3.0,40.0163,-75.21241,16.0,0.0
3255,2025-10-03,54.0,58.0,39.95095,-75.16438,15.0,4.0
3277,2026-01-20,0.0,1.0,39.98306,-75.16738,20.0,1.0
3200,2025-10-11,2.0,2.0,39.97583,-75.16846,17.0,0.0
3182,2024-08-31,28.0,27.0,,,,-1.0
3421,2025-09-11,15.0,13.0,39.91972,-75.16408,13.0,-2.0
3184,2023-07-01,1.0,1.0,39.94573,-75.19551,22.0,0.0
3012,2025-10-11,17.0,15.0,39.94218,-75.17747,27.0,-2.0
3114,2026-01-02,16.0,10.0,39.93775,-75.18012,17.0,-6.0
3063,2024-08-28,57.0,51.0,39.94633,-75.1698,25.0,-6.0
3315,2025-12-03,6.0,7.0,39.94235,-75.21138,13.0,1.0
3181,2024-08-05,1.0,1.0,39.89629,-75.17514,20.0,0.0
3020,2025-07-13,19.0,23.0,39.94855,-75.19007,36.0,4.0
3017,2023-01-21,5.0,4.0,39.98003,-75.14371,15.0,-1.0
3278,2025-09-12,0.0,1.0,39.99301,-75.1681,11.0,1.0
3326,2025-12-20,2.0,0.0,39.99198,-75.19944,17.0,-2.0
3156,2024-10-03,43.0,42.0,39.95381,-75.17407,22.0,-1.0
3043,2023-06-29,21.0,23.0,,,,2.0
3100,2025-11-15,24.0,20.0,39.92777,-75.15103,38.0,-4.0
3369,2024-08-22,9.0,8.0,40.00772,-75.19194,16.0,-1.0
3047,2025-08-28,27.0,27.0,39.95073,-75.14947,20.0,0.0
3271,2024-12-02,1.0,2.0,39.9476,-75.22946,18.0,1.0
3187,2024-03-03,9.0,9.0,39.95725,-75.17232,19.0,0.0
3292,2026-03-08,10.0,9.0,39.92,-75.1562,17.0,-1.0
3347,2024-10-01,14.0,19.0,,,,5.0
3015,2024-06-05,13.0,15.0,39.94735,-75.14886,11.0,2.0
3017,2026-03-28,9.0,7.0,39.98003,-75.14371,15.0,-2.0
3093,2025-05-05,3.0,2.0,39.98837,-75.18701,16.0,-1.0
3053,2024-09-17,29.0,35.0,39.93231,-75.18154,19.0,6.0
3168,2025-04-03,13.0,17.0,,,,4.0
3006,2024-06-01,11.0,9.0,39.9522,-75.20311,17.0,-2.0
3088,2025-03-04,13.0,11.0,39.96984,-75.1418,35.0,-2.0
3343,2024-05-01,20.0,21.0,,,,1.0
3052,2024-12-11,16.0,17.0,39.94732,-75.15695,25.0,1.0
3205,2023-03-21,21.0,19.0,39.95405,-75.16783,22.0,-2.0
3099,2026-01-19,4.0,6.0,39.93401,-75.15094,19.0,2.0
3249,2023-05-23,19.0,18.0,39.95784,-75.19079,22.0,-1.0
3277,2025-08-15,3.0,1.0,39.98306,-75.16738,20.0,-2.0
3434,2025-09-03,13.0,9.0,39.97487,-75.13286,15.0,-4.0
3183,2024-04-28,6.0,8.0,39.88994,-75.17679,20.0,2.0
3368,2024-04-23,4.0,2.0,39.97647,-75.17362,17.0,-2.0
3115,2025-08-15,7.0,5.0,39.97263,-75.16757,18.0,-2.0
3196,2025-05-15,0.0,1.0,39.98717,-75.17477,17.0,1.0
3324,2025-11-18,1.0,1.0,39.99484,-75.19242,23.0,0.0
3385,2025-02-21,5.0,4.0,39.94974,-75.15424,15.0,-1.0
3266,2025-01-27,13.0,11.0,39.9237,-75.14701,22.0,-2.0
3342,2023-10-21,6.0,5.0,39.9639,-75.17385,20.0,-1.0
3292,2024-09-19,9.0,8.0,39.92,-75.1562,17.0,-1.0
3353,2024-11-28,1.0,1.0,40.00496,-75.15233,22.0,0.0
3009,2024-04-28,30.0,22.0,39.95576,-75.18982,14.0,-8.0
3279,2025-02-26,9.0,8.0,39.9265,-75.1668,18.0,-1.0
3053,2023-09-04,19.0,16.0,39.93231,-75.18154,19.0,-3.0
3404,2026-03-29,1.0,1.0,39.97347,-75.23491,15.0,0.0
3207,2024-01-14,4.0,6.0,39.95441,-75.192,20.0,2.0
3170,2023-08-17,11.0,15.0,,,,4.0
3319,2026-02-17,3.0,5.0,39.96672,-75.12964,16.0,2.0
3275,2026-03-08,9.0,7.0,39.97576,-75.12157,22.0,-2.0
3340,2025-06-27,29.0,26.0,39.96906,-75.18169,17.0,-3.0
3317,2023-09-12,4.0,3.0,,,,-1.0
3025,2024-03-27,10.0,13.0,39.93724,-75.1612,15.0,3.0
3033,2023-06-04,32.0,34.0,39.95005,-75.15672,20.0,2.0
3024,2025-04-14,7.0,8.0,39.94822,-75.20908,19.0,1.0
3267,2025-04-01,6.0,5.0,39.918,-75.1796,12.0,-1.0
3154,2024-09-14,26.0,22.0,39.95924,-75.15821,16.0,-4.0
3212,2023-11-16,14.0,9.0,39.96383,-75.18177,32.0,-5.0
3070,2023-10-25,10.0,8.0,,,,-2.0
3376,2024-05-16,4.0,4.0,39.97183,-75.14878,8.0,0.0
3298,2024-04-22,1.0,1.0,39.94717,-75.20691,15.0,0.0
3054,2025-10-17,36.0,38.0,39.9625,-75.1742,35.0,2.0
3253,2024-01-10,3.0,3.0,39.93074,-75.18924,21.0,0.0
3166,2023-11-06,9.0,14.0,39.97195,-75.13445,22.0,5.0
3310,2025-11-09,1.0,2.0,39.98024,-75.18651,15.0,1.0
3251,2024-05-17,4.0,3.0,39.93366,-75.19319,16.0,-1.0
3277,2024-11-03,4.0,4.0,39.98306,-75.16738,20.0,0.0
3341,2024-03-05,1.0,2.0,39.98131,-75.12732,20.0,1.0
3019,2025-12-17,9.0,7.0,39.95403,-75.14983,15.0,-2.0
3277,2025-09-13,6.0,4.0,39.98306,-75.16738,20.0,-2.0
3015,2025-12-30,4.0,1.0,39.94735,-75.14886,11.0,-3.0
3378,2024-10-20,8.0,9.0,39.95238,-75.14728,18.0,1.0
3236,2025-04-17,11.0,8.0,39.96566,-75.17765,18.0,-3.0
3197,2023-03-09,11.0,7.0,39.92083,-75.17033,23.0,-4.0
3291,2025-11-14,2.0,3.0,40.01022,-75.197,15.0,1.0
3345,2023-12-26,1.0,0.0,39.9617,-75.14667,19.0,-1.0
3282,2023-07-12,0.0,1.0,39.98628,-75.14925,15.0,1.0
3014,2023-04-30,2.0,4.0,39.95886,-75.17369,25.0,2.0
3104,2025-12-03,11.0,8.0,39.96664,-75.19209,13.0,-3.0
3047,2025-12-23,6.0,8.0,39.95073,-75.14947,20.0,2.0
3034,2025-06-12,42.0,40.0,39.93315,-75.16248,16.0,-2.0
3340,2023-06-21,14.0,15.0,39.96906,-75.18169,17.0,1.0
3163,2025-12-14,5.0,0.0,39.94974,-75.18097,22.0,-5.0
3188,2024-02-24,1.0,0.0,39.90471,-75.1734,56.0,-1.0
3381,2026-01-12,4.0,4.0,39.94845,-75.21807,13.0,0.0
3276,2023-04-08,8.0,3.0,39.96569,-75.15679,18.0,-5.0
3031,2023-09-20,24.0,24.0,39.98005,-75.15522,21.0,0.0
3026,2023-04-13,36.0,33.0,39.94182,-75.1455,17.0,-3.0
3329,2024-09-08,6.0,3.0,40.02651,-75.22445,15.0,-3.0
3026,2024-12-09,19.0,21.0,39.94182,-75.1455,17.0,2.0
3039,2024-10-19,7.0,9.0,39.97157,-75.15993,17.0,2.0
3035,2025-12-20,16.0,12.0,39.96271,-75.19419,20.0,-4.0
3162,2023-07-23,22.0,17.0,39.94595,-75.18475,34.0,-5.0
3238,2023-12-07,16.0,17.0,39.97674,-75.11995,11.0,1.0
3370,2024-06-23,4.0,3.0,40.0163,-75.21241,16.0,-1.0
3100,2025-06-30,22.0,21.0,39.92777,-75.15103,38.0,-1.0
3024,2025-05-26,10.0,12.0,39.94822,-75.20908,19.0,2.0
3276,2023-04-19,6.0,10.0,39.96569,-75.15679,18.0,4.0
3281,2024-03-21,1.0,1.0,39.9323,-75.2162,15.0,0.0
3010,2024-04-11,80.0,78.0,39.94711,-75.16618,22.0,-2.0
3020,2024-12-26,17.0,17.0,39.94855,-75.19007,36.0,0.0
3393,2025-08-09,34.0,21.0,39.96727,-75.13999,18.0,-13.0
3360,2025-10-27,18.0,18.0,39.93304,-75.16822,22.0,0.0
3017,2024-07-11,11.0,11.0,39.98003,-75.14371,15.0,0.0
3164,2023-03-16,22.0,19.0,39.92814,-75.16515,18.0,-3.0
3291,2024-07-03,5.0,4.0,40.01022,-75.197,15.0,-1.0
3278,2023-05-23,1.0,0.0,39.99301,-75.1681,11.0,-1.0
3323,2025-08-16,4.0,3.0,40.02796,-75.2277,18.0,-1.0
3034,2024-10-31,42.0,42.0,39.93315,-75.16248,16.0,0.0
3039,2025-05-19,16.0,14.0,39.97157,-75.15993,17.0,-2.0
3164,2026-02-05,11.0,8.0,39.92814,-75.16515,18.0,-3.0
3107,2025-02-10,1.0,2.0,39.98203,-75.18866,18.0,1.0
3209,2024-06-12,14.0,16.0,39.949,-75.21278,14.0,2.0
3019,2025-05-26,5.0,4.0,39.95403,-75.14983,15.0,-1.0
3340,2023-10-03,24.0,29.0,39.96906,-75.18169,17.0,5.0
3009,2024-08-02,21.0,25.0,39.95576,-75.18982,14.0,4.0
3164,2023-01-11,7.0,6.0,39.92814,-75.16515,18.0,-1.0
3200,2023-05-18,9.0,4.0,39.97583,-75.16846,17.0,-5.0
3361,2024-10-22,40.0,35.0,39.93082,-75.17474,21.0,-5.0
3398,2025-10-13,3.0,2.0,39.91551,-75.15474,15.0,-1.0
3210,2024-04-19,8.0,12.0,39.98492,-75.15668,18.0,4.0
3323,2023-05-02,4.0,4.0,40.02796,-75.2277,18.0,0.0
3430,2025-06-20,5.0,4.0,39.97408,-75.1801,14.0,-1.0
3410,2025-09-24,3.0,3.0,39.94201,-75.21838,11.0,0.0
3033,2023-12-07,22.0,22.0,39.95005,-75.15672,20.0,0.0
3346,2024-08-15,17.0,13.0,39.94883,-75.15097,17.0,-4.0
3294,2026-03-25,13.0,15.0,39.95174,-75.17063,21.0,2.0
3207,2026-01-01,1.0,2.0,39.95441,-75.192,20.0,1.0
3362,2025-05-17,34.0,40.0,39.94816,-75.16226,19.0,6.0
3259,2023-07-21,15.0,8.0,39.95998,-75.19883,17.0,-7.0
3163,2024-11-15,26.0,26.0,39.94974,-75.18097,22.0,0.0
3264,2025-04-19,11.0,10.0,39.94571,-75.15508,23.0,-1.0
3007,2023-12-03,18.0,21.0,39.94517,-75.15993,20.0,3.0
3234,2023-01-02,3.0,4.0,,,,1.0
3005,2025-10-12,31.0,30.0,39.94733,-75.14403,13.0,-1.0
3120,2024-11-19,17.0,13.0,39.97522,-75.18669,19.0,-4.0
3031,2024-08-21,14.0,19.0,39.98005,-75.15522,21.0,5.0
3125,2024-11-14,28.0,24.0,39.94391,-75.16735,16.0,-4.0
3299,2024-01-24,15.0,11.0,39.94332,-75.15698,22.0,-4.0
3157,2025-01-06,1.0,1.0,39.92545,-75.15954,18.0,0.0
3363,2026-03-05,7.0,7.0,39.94655,-75.16263,17.0,0.0
3034,2023-06-29,26.0,28.0,39.93315,-75.16248,16.0,2.0
3160,2023-07-15,13.0,19.0,39.95662,-75.19862,41.0,6.0
3187,2023-07-22,14.0,16.0,39.95725,-75.17232,19.0,2.0
3296,2025-11-13,35.0,39.0,39.95134,-75.16758,21.0,4.0
3313,2023-07-31,3.0,3.0,39.9158,-75.1643,9.0,0.0
3256,2025-01-17,12.0,16.0,39.95269,-75.17779,23.0,4.0
3030,2023-05-07,26.0,26.0,,,,0.0
3332,2023-10-17,1.0,1.0,40.00537,-75.18143,12.0,0.0
3051,2025-06-17,23.0,25.0,39.96744,-75.17507,37.0,2.0
3026,2024-03-26,20.0,21.0,39.94182,-75.1455,17.0,1.0
3078,2023-09-09,22.0,20.0,39.95355,-75.17192,18.0,-2.0
3265,2024-07-01,17.0,18.0,39.95957,-75.19633,13.0,1.0
3392,2024-10-12,4.0,4.0,39.93633,-75.19447,13.0,0.0
3341,2025-11-02,8.0,9.0,39.98131,-75.12732,20.0,1.0
3165,2024-04-26,28.0,24.0,39.95819,-75.1782,22.0,-4.0
3258,2024-01-31,3.0,5.0,39.95828,-75.22424,20.0,2.0
3300,2023-04-29,5.0,7.0,39.95511,-75.16287,13.0,2.0
3250,2023-08-11,3.0,6.0,39.95673,-75.14575,17.0,3.0
3265,2024-04-03,2.0,1.0,39.95957,-75.19633,13.0,-1.0
3359,2023-12-28,18.0,18.0,39.94888,-75.16978,29.0,0.0
3055,2024-10-23,21.0,25.0,39.95112,-75.15457,15.0,4.0
3065,2023-04-18,6.0,3.0,39.9707,-75.15171,15.0,-3.0
3261,2025-01-08,2.0,2.0,39.96304,-75.14099,17.0,0.0
3101,2023-07-18,37.0,37.0,39.94295,-75.15955,18.0,0.0
3162,2025-04-14,18.0,12.0,39.94595,-75.18475,34.0,-6.0
3409,2026-03-02,1.0,2.0,39.95508,-75.15128,20.0,1.0
3161,2025-08-09,22.0,25.0,39.95486,-75.18091,23.0,3.0
3008,2026-01-07,10.0,9.0,39.98081,-75.15067,17.0,-1.0
3111,2024-07-19,0.0,1.0,39.97779,-75.21323,14.0,1.0
3201,2025-11-24,25.0,21.0,39.95523,-75.1662,20.0,-4.0
3304,2025-07-28,20.0,26.0,39.94234,-75.15399,21.0,6.0
3353,2024-05-07,5.0,5.0,40.00496,-75.15233,22.0,0.0
3286,2025-08-22,10.0,12.0,39.96409,-75.14769,22.0,2.0
3297,2025-06-25,10.0,11.0,39.95821,-75.16901,19.0,1.0
3287,2024-04-17,2.0,3.0,39.94367,-75.21606,16.0,1.0
3389,2025-03-07,3.0,3.0,39.94431,-75.18128,16.0,0.0
3276,2023-02-09,4.0,5.0,39.96569,-75.15679,18.0,1.0
3304,2025-04-10,31.0,34.0,39.94234,-75.15399,21.0,3.0
3282,2023-04-07,0.0,1.0,39.98628,-75.14925,15.0,1.0
3341,2024-08-22,13.0,14.0,39.98131,-75.12732,20.0,1.0
3355,2024-06-03,10.0,11.0,,,,1.0
3278,2023-06-05,2.0,2.0,39.99301,-75.1681,11.0,0.0
3158,2025-02-05,10.0,10.0,39.92552,-75.16904,15.0,0.0
3352,2024-06-29,1.0,4.0,40.00143,-75.15256,11.0,3.0
3060,2024-10-01,10.0,9.0,39.95923,-75.17036,19.0,-1.0
3168,2023-06-06,41.0,33.0,,,,-8.0
3119,2024-10-12,5.0,3.0,39.96674,-75.20799,17.0,-2.0
3061,2024-07-08,27.0,32.0,,,,5.0
3409,2025-11-02,1.0,2.0,39.95508,-75.15128,20.0,1.0
3363,2024-02-27,10.0,10.0,39.94655,-75.16263,17.0,0.0
3077,2024-07-18,17.0,10.0,39.97207,-75.16351,19.0,-7.0
3032,2024-12-17,39.0,44.0,39.94527,-75.17971,20.0,5.0
3150,2025-05-30,18.0,16.0,39.92884,-75.17021,17.0,-2.0
3311,2024-03-04,3.0,2.0,,,,-1.0
3303,2026-03-08,8.0,4.0,39.9559,-75.2053,20.0,-4.0
3268,2025-07-13,1.0,2.0,39.97633,-75.15101,22.0,1.0
3159,2025-09-24,31.0,33.0,39.95121,-75.19962,23.0,2.0
3226,2024-11-13,4.0,6.0,39.98101,-75.13721,18.0,2.0
3055,2026-03-09,15.0,13.0,39.95112,-75.15457,15.0,-2.0
3100,2024-02-13,11.0,9.0,39.92777,-75.15103,38.0,-2.0
3018,2025-05-10,48.0,53.0,39.95273,-75.15979,18.0,5.0
3281,2023-09-04,4.0,5.0,39.9323,-75.2162,15.0,1.0
3335,2024-06-06,3.0,7.0,40.02237,-75.218,18.0,4.0
3370,2025-03-07,4.0,3.0,40.0163,-75.21241,16.0,-1.0
3200,2025-08-06,14.0,11.0,39.97583,-75.16846,17.0,-3.0
3073,2023-01-21,9.0,10.0,39.96143,-75.15242,15.0,1.0
3035,2024-09-06,11.0,12.0,39.96271,-75.19419,20.0,1.0
3361,2026-01-05,17.0,14.0,39.93082,-75.17474,21.0,-3.0
3040,2025-10-04,16.0,9.0,39.96289,-75.16606,21.0,-7.0
3005,2025-09-07,22.0,26.0,39.94733,-75.14403,13.0,4.0
3063,2023-01-01,13.0,20.0,39.94633,-75.1698,25.0,7.0
3336,2025-10-31,18.0,19.0,39.95719,-75.19388,20.0,1.0
3005,2024-12-06,9.0,9.0,39.94733,-75.14403,13.0,0.0
3318,2025-12-25,13.0,8.0,39.95182,-75.16395,20.0,-5.0
3099,2023-08-17,16.0,19.0,39.93401,-75.15094,19.0,3.0
3208,2023-10-03,41.0,42.0,39.95048,-75.19324,28.0,1.0
3201,2026-01-28,8.0,7.0,39.95523,-75.1662,20.0,-1.0
3396,2025-08-12,13.0,11.0,39.92327,-75.1821,16.0,-2.0
3116,2024-05-01,20.0,21.0,39.96006,-75.17198,21.0,1.0
3119,2024-08-07,7.0,7.0,39.96674,-75.20799,17.0,0.0
3200,2024-08-14,7.0,5.0,39.97583,-75.16846,17.0,-2.0
3236,2023-03-05,17.0,11.0,39.96566,-75.17765,18.0,-6.0
3124,2023-08-22,22.0,25.0,39.95367,-75.13956,17.0,3.0
3278,2024-12-03,1.0,2.0,39.99301,-75.1681,11.0,1.0
3005,2025-10-29,23.0,25.0,39.94733,-75.14403,13.0,2.0
3253,2023-06-30,9.0,9.0,39.93074,-75.18924,21.0,0.0
3063,2023-12-13,28.0,25.0,39.94633,-75.1698,25.0,-3.0
3152,2026-01-24,2.0,2.0,39.94993,-75.20286,17.0,0.0
3257,2023-10-07,10.0,16.0,,,,6.0
3327,2023-10-23,3.0,3.0,39.97759,-75.12442,17.0,0.0
3096,2023-04-27,1.0,1.0,39.99119,-75.17975,14.0,0.0
3321,2024-06-25,17.0,22.0,39.95485,-75.17298,21.0,5.0
3236,2025-07-25,7.0,9.0,39.96566,-75.17765,18.0,2.0
3304,2025-11-15,47.0,50.0,39.94234,-75.15399,21.0,3.0
3181,2024-11-06,2.0,2.0,39.89629,-75.17514,20.0,0.0
3301,2023-09-28,41.0,43.0,39.95029,-75.17126,15.0,2.0
3030,2025-01-08,16.0,15.0,,,,-1.0
3259,2023-05-01,5.0,9.0,39.95998,-75.19883,17.0,4.0
3387,2024-12-08,3.0,3.0,39.97012,-75.14666,19.0,0.0
3038,2023-09-18,42.0,33.0,39.94781,-75.19409,28.0,-9.0
3369,2024-06-06,7.0,8.0,40.00772,-75.19194,16.0,1.0
3332,2025-06-14,1.0,1.0,40.00537,-75.18143,12.0,0.0
3077,2023-10-20,10.0,7.0,39.97207,-75.16351,19.0,-3.0
3124,2024-06-11,12.0,16.0,39.95367,-75.13956,17.0,4.0
3025,2023-04-24,16.0,13.0,39.93724,-75.1612,15.0,-3.0
3117,2026-02-06,0.0,1.0,39.97841,-75.22399,14.0,1.0
3157,2024-10-11,21.0,22.0,39.92545,-75.15954,18.0,1.0
3243,2024-08-25,4.0,4.0,39.9835,-75.14743,12.0,0.0
3097,2025-05-23,8.0,9.0,39.97888,-75.13339,18.0,1.0
3318,2023-10-27,28.0,32.0,39.95182,-75.16395,20.0,4.0
3394,2026-01-19,4.0,6.0,39.924,-75.16959,14.0,2.0
3181,2024-07-02,2.0,0.0,39.89629,-75.17514,20.0,-2.0
3158,2024-11-15,16.0,16.0,39.92552,-75.16904,15.0,0.0
3360,2023-11-28,13.0,11.0,39.93304,-75.16822,22.0,-2.0
3200,2026-03-02,8.0,3.0,39.97583,-75.16846,17.0,-5.0
3201,2024-07-08,31.0,30.0,39.95523,-75.1662,20.0,-1.0
3118,2023-07-17,9.0,7.0,39.95866,-75.21323,20.0,-2.0
3285,2024-11-14,7.0,6.0,39.95946,-75.14745,19.0,-1.0
3211,2023-02-11,6.0,4.0,39.97172,-75.1706,22.0,-2.0
3031,2026-02-21,8.0,5.0,39.98005,-75.15522,21.0,-3.0
3182,2025-02-14,17.0,11.0,,,,-6.0
3259,2025-06-21,13.0,16.0,39.95998,-75.19883,17.0,3.0
3008,2025-04-09,13.0,8.0,39.98081,-75.15067,17.0,-5.0
3390,2025-11-06,1.0,4.0,39.96,-75.2244,18.0,3.0
3313,2023-12-20,3.0,3.0,39.9158,-75.1643,9.0,0.0
3324,2024-02-23,0.0,2.0,39.99484,-75.19242,23.0,2.0
3187,2025-02-21,6.0,6.0,39.95725,-75.17232,19.0,0.0
3152,2023-12-24,3.0,0.0,39.94993,-75.20286,17.0,-3.0
3120,2023-09-15,25.0,22.0,39.97522,-75.18669,19.0,-3.0
3078,2023-09-04,9.0,13.0,39.95355,-75.17192,18.0,4.0
3378,2024-09-22,7.0,5.0,39.95238,-75.14728,18.0,-2.0
3285,2023-06-26,7.0,7.0,39.95946,-75.14745,19.0,0.0
3284,2025-04-23,1.0,0.0,40.01112,-75.19287,14.0,-1.0
3041,2023-03-18,13.0,11.0,39.96849,-75.13546,26.0,-2.0
3099,2024-06-18,21.0,22.0,39.93401,-75.15094,19.0,1.0
3016,2026-02-10,3.0,3.0,39.96892,-75.1547,15.0,0.0
3097,2024-03-03,6.0,6.0,39.97888,-75.13339,18.0,0.0
3120,2025-02-08,10.0,11.0,39.97522,-75.18669,19.0,1.0
3335,2025-05-22,1.0,1.0,40.02237,-75.218,18.0,0.0
3201,2023-03-03,13.0,14.0,39.95523,-75.1662,20.0,1.0
3062,2024-02-15,11.0,12.0,,,,1.0
3068,2023-11-14,22.0,25.0,39.93549,-75.16711,18.0,3.0
3038,2025-10-03,33.0,32.0,39.94781,-75.19409,28.0,-1.0
3100,2025-07-18,34.0,39.0,39.92777,-75.15103,38.0,5.0
3100,2025-06-18,33.0,36.0,39.92777,-75.15103,38.0,3.0
3322,2024-01-22,2.0,1.0,39.93638,-75.15526,13.0,-1.0
3021,2023-04-06,39.0,41.0,39.9539,-75.16902,34.0,2.0
3068,2025-06-25,19.0,19.0,39.93549,-75.16711,18.0,0.0
3356,2025-07-11,5.0,3.0,39.89322,-75.17187,19.0,-2.0
3328,2025-07-30,10.0,7.0,39.98798,-75.1995,23.0,-3.0
3026,2025-12-15,7.0,8.0,39.94182,-75.1455,17.0,1.0
3276,2024-09-24,14.0,17.0,39.96569,-75.15679,18.0,3.0
3033,2024-11-28,4.0,2.0,39.95005,-75.15672,20.0,-2.0
3163,2024-05-15,13.0,23.0,39.94974,-75.18097,22.0,10.0
3168,2023-02-05,18.0,17.0,,,,-1.0
3361,2025-04-20,9.0,20.0,39.93082,-75.17474,21.0,11.0
3252,2024-05-23,11.0,7.0,39.93882,-75.19324,14.0,-4.0
3263,2023-09-09,8.0,8.0,39.9586,-75.2081,18.0,0.0
3035,2025-05-04,18.0,18.0,39.96271,-75.19419,20.0,0.0
3116,2025-11-03,9.0,9.0,39.96006,-75.17198,21.0,0.0
3264,2023-04-29,9.0,7.0,39.94571,-75.15508,23.0,-2.0
3350,2024-10-11,0.0,2.0,39.99415,-75.15527,20.0,2.0
3264,2023-10-05,36.0,37.0,39.94571,-75.15508,23.0,1.0
3158,2024-03-25,7.0,10.0,39.92552,-75.16904,15.0,3.0
3097,2024-02-25,5.0,2.0,39.97888,-75.13339,18.0,-3.0
3396,2025-01-09,0.0,3.0,39.92327,-75.1821,16.0,3.0
3378,2025-03-06,4.0,5.0,39.95238,-75.14728,18.0,1.0
3028,2025-04-03,35.0,34.0,39.94061,-75.14958,15.0,-1.0
3253,2024-03-30,6.0,7.0,39.93074,-75.18924,21.0,1.0
3286,2025-09-02,15.0,14.0,39.96409,-75.14769,22.0,-1.0
3268,2025-05-21,4.0,6.0,39.97633,-75.15101,22.0,2.0
3026,2025-10-24,33.0,28.0,39.94182,-75.1455,17.0,-5.0
3065,2023-01-28,2.0,1.0,39.9707,-75.15171,15.0,-1.0
3060,2024-04-11,10.0,7.0,39.95923,-75.17036,19.0,-3.0
3425,2026-03-31,6.0,6.0,39.9849,-75.13255,15.0,0.0
3255,2024-09-19,29.0,31.0,39.95095,-75.16438,15.0,2.0
3299,2025-03-24,6.0,10.0,39.94332,-75.15698,22.0,4.0
3370,2024-05-16,4.0,8.0,40.0163,-75.21241,16.0,4.0
3116,2026-01-05,5.0,4.0,39.96006,-75.17198,21.0,-1.0
3182,2025-12-28,12.0,13.0,,,,1.0
3118,2025-07-25,10.0,13.0,39.95866,-75.21323,20.0,3.0
3164,2024-06-22,24.0,23.0,39.92814,-75.16515,18.0,-1.0
3350,2023-09-06,4.0,1.0,39.99415,-75.15527,20.0,-3.0
3236,2026-01-02,5.0,2.0,39.96566,-75.17765,18.0,-3.0
3253,2023-01-23,1.0,3.0,39.93074,-75.18924,21.0,2.0
3355,2024-08-16,7.0,8.0,,,,1.0
3258,2023-09-14,2.0,3.0,39.95828,-75.22424,20.0,1.0
3333,2025-04-25,15.0,17.0,39.9541,-75.16965,25.0,2.0
3118,2023-05-28,10.0,9.0,39.95866,-75.21323,20.0,-1.0
3163,2024-01-11,14.0,16.0,39.94974,-75.18097,22.0,2.0
3388,2024-10-01,7.0,5.0,39.96634,-75.15097,19.0,-2.0
