station_id,start_date,time_period,departures,arrivals,net_change,latitude,longitude,total_docks
3324,2023-08-07,7pm-7am,1.0,0.0,-1.0,39.99484,-75.19242,23.0
3110,2024-05-20,7am-7pm,6.0,8.0,2.0,39.96175,-75.13641,19.0
3028,2023-05-30,7am-7pm,29.0,36.0,7.0,39.94061,-75.14958,15.0
3363,2025-06-30,7pm-7am,6.0,3.0,-3.0,39.94655,-75.16263,17.0
3115,2024-11-15,7am-7pm,1.0,1.0,0.0,39.97263,-75.16757,18.0
3315,2025-07-09,7pm-7am,0.0,1.0,1.0,39.94235,-75.21138,13.0
3078,2024-12-28,7am-7pm,1.0,3.0,2.0,39.95355,-75.17192,18.0
3212,2023-04-20,7pm-7am,7.0,3.0,-4.0,39.96383,-75.18177,32.0
3077,2025-07-12,7pm-7am,3.0,6.0,3.0,39.97207,-75.16351,19.0
3039,2024-08-16,7pm-7am,2.0,3.0,1.0,39.97157,-75.15993,17.0
3150,2023-01-17,7am-7pm,9.0,10.0,1.0,39.92884,-75.17021,17.0
3005,2025-09-18,7pm-7am,19.0,11.0,-8.0,39.94733,-75.14403,13.0
3244,2024-08-17,7pm-7am,3.0,4.0,1.0,,,
3301,2024-06-01,7pm-7am,20.0,11.0,-9.0,39.95029,-75.17126,15.0
3435,2026-01-14,7pm-7am,0.0,1.0,1.0,39.98451,-75.12348,13.0
3365,2025-06-30,7pm-7am,4.0,4.0,0.0,39.96173,-75.18788,17.0
3330,2023-09-15,7pm-7am,3.0,2.0,-1.0,,,
3049,2025-10-15,7am-7pm,19.0,22.0,3.0,39.94509,-75.1425,29.0
3342,2025-07-03,7pm-7am,6.0,3.0,-3.0,39.9639,-75.17385,20.0
3313,2025-10-26,7pm-7am,4.0,1.0,-3.0,39.9158,-75.1643,9.0
3052,2024-01-21,7am-7pm,0.0,2.0,2.0,39.94732,-75.15695,25.0
3114,2023-05-12,7pm-7am,5.0,7.0,2.0,39.93775,-75.18012,17.0
3117,2025-06-10,7pm-7am,1.0,0.0,-1.0,39.97841,-75.22399,14.0
3350,2024-10-05,7am-7pm,1.0,2.0,1.0,39.99415,-75.15527,20.0
3281,2025-06-10,7am-7pm,1.0,3.0,2.0,39.9323,-75.2162,15.0
3101,2025-03-26,7pm-7am,10.0,9.0,-1.0,39.94295,-75.15955,18.0
3047,2025-06-25,7pm-7am,3.0,1.0,-2.0,39.95073,-75.14947,20.0
3078,2024-01-10,7am-7pm,25.0,21.0,-4.0,39.95355,-75.17192,18.0
3204,2024-07-25,7am-7pm,17.0,16.0,-1.0,39.96437,-75.16582,22.0
3056,2023-07-24,7am-7pm,8.0,10.0,2.0,39.97669,-75.15813,22.0
3066,2023-09-05,7pm-7am,7.0,7.0,0.0,39.94561,-75.17348,29.0
3201,2023-12-29,7pm-7am,4.0,4.0,0.0,39.95523,-75.1662,20.0
3047,2026-01-06,7am-7pm,7.0,14.0,7.0,39.95073,-75.14947,20.0
3212,2025-06-23,7am-7pm,8.0,12.0,4.0,39.96383,-75.18177,32.0
3296,2025-11-25,7pm-7am,5.0,7.0,2.0,39.95134,-75.16758,21.0
3291,2025-08-29,7am-7pm,6.0,7.0,1.0,40.01022,-75.197,15.0
3378,2026-03-12,7am-7pm,2.0,2.0,0.0,39.95238,-75.14728,18.0
3119,2024-08-15,7pm-7am,4.0,2.0,-2.0,39.96674,-75.20799,17.0
3356,2025-01-14,7am-7pm,1.0,1.0,0.0,39.89322,-75.17187,19.0
3030,2023-12-14,7am-7pm,25.0,20.0,-5.0,,,
3123,2023-04-10,7am-7pm,2.0,2.0,0.0,39.98004,-75.17088,16.0
3248,2025-12-22,7am-7pm,3.0,3.0,0.0,39.94213,-75.18335,22.0
3237,2025-08-30,7am-7pm,7.0,6.0,-1.0,39.91717,-75.17096,21.0
3156,2024-11-20,7pm-7am,8.0,6.0,-2.0,39.95381,-75.17407,22.0
3197,2023-09-20,7am-7pm,16.0,9.0,-7.0,39.92083,-75.17033,23.0
3257,2024-11-26,7am-7pm,9.0,11.0,2.0,,,
3077,2025-10-09,7pm-7am,8.0,2.0,-6.0,39.97207,-75.16351,19.0
3243,2025-04-30,7pm-7am,0.0,2.0,2.0,39.9835,-75.14743,12.0
3238,2024-04-24,7am-7pm,26.0,26.0,0.0,39.97674,-75.11995,11.0
3329,2025-06-22,7am-7pm,0.0,1.0,1.0,40.02651,-75.22445,15.0
3443,2025-11-22,7am-7pm,1.0,1.0,0.0,40.02155,-75.21339,10.0
3165,2025-08-02,7am-7pm,38.0,30.0,-8.0,39.95819,-75.1782,22.0
3226,2024-10-31,7pm-7am,4.0,5.0,1.0,39.98101,-75.13721,18.0
3060,2025-10-31,7pm-7am,2.0,3.0,1.0,39.95923,-75.17036,19.0
3308,2023-12-16,7pm-7am,0.0,1.0,1.0,,,
3152,2024-01-12,7pm-7am,0.0,1.0,1.0,39.94993,-75.20286,17.0
3343,2023-10-02,7am-7pm,15.0,12.0,-3.0,,,
3005,2023-05-03,7am-7pm,5.0,8.0,3.0,39.94733,-75.14403,13.0
3158,2025-09-03,7am-7pm,18.0,12.0,-6.0,39.92552,-75.16904,15.0
3249,2023-10-14,7am-7pm,1.0,5.0,4.0,39.95784,-75.19079,22.0
3334,2024-09-28,7pm-7am,2.0,7.0,5.0,39.9302,-75.15636,19.0
3265,2024-11-17,7am-7pm,4.0,4.0,0.0,39.95957,-75.19633,13.0
3032,2024-01-03,7pm-7am,6.0,5.0,-1.0,39.94527,-75.17971,20.0
3252,2024-03-15,7am-7pm,7.0,7.0,0.0,39.93882,-75.19324,14.0
3039,2026-03-20,7pm-7am,1.0,2.0,1.0,39.97157,-75.15993,17.0
3320,2025-08-05,7pm-7am,3.0,6.0,3.0,39.9746,-75.15917,17.0
3016,2024-08-01,7pm-7am,1.0,1.0,0.0,39.96892,-75.1547,15.0
3372,2024-03-07,7am-7pm,1.0,0.0,-1.0,39.92528,-75.18672,15.0
3166,2025-07-14,7pm-7am,4.0,2.0,-2.0,39.97195,-75.13445,22.0
3205,2024-10-21,7pm-7am,7.0,5.0,-2.0,39.95405,-75.16783,22.0
3093,2025-03-23,7am-7pm,4.0,4.0,0.0,39.98837,-75.18701,16.0
3329,2024-05-15,7pm-7am,0.0,1.0,1.0,40.02651,-75.22445,15.0
3287,2024-04-13,7pm-7am,0.0,1.0,1.0,39.94367,-75.21606,16.0
3008,2025-09-24,7pm-7am,1.0,1.0,0.0,39.98081,-75.15067,17.0
3297,2025-11-27,7am-7pm,7.0,4.0,-3.0,39.95821,-75.16901,19.0
3388,2024-10-19,7pm-7am,1.0,0.0,-1.0,39.96634,-75.15097,19.0
3112,2023-03-18,7pm-7am,0.0,2.0,2.0,39.95373,-75.21825,18.0
3360,2024-07-29,7am-7pm,19.0,14.0,-5.0,39.93304,-75.16822,22.0
3010,2023-12-29,7am-7pm,32.0,32.0,0.0,39.94711,-75.16618,22.0
3334,2026-01-12,7am-7pm,8.0,8.0,0.0,39.9302,-75.15636,19.0
3161,2023-09-04,7pm-7am,4.0,3.0,-1.0,39.95486,-75.18091,23.0
3059,2024-05-18,7pm-7am,13.0,8.0,-5.0,39.96244,-75.16121,21.0
3010,2025-01-31,7am-7pm,20.0,23.0,3.0,39.94711,-75.16618,22.0
3110,2024-06-04,7pm-7am,4.0,7.0,3.0,39.96175,-75.13641,19.0
3161,2024-03-21,7am-7pm,27.0,29.0,2.0,39.95486,-75.18091,23.0
3277,2023-09-13,7am-7pm,2.0,3.0,1.0,39.98306,-75.16738,20.0
3335,2025-05-20,7am-7pm,1.0,2.0,1.0,40.02237,-75.218,18.0
3359,2024-09-30,7am-7pm,41.0,46.0,5.0,39.94888,-75.16978,29.0
3378,2026-02-05,7am-7pm,1.0,2.0,1.0,39.95238,-75.14728,18.0
3022,2023-12-19,7am-7pm,23.0,25.0,2.0,39.95472,-75.18323,21.0
3360,2024-12-06,7pm-7am,4.0,5.0,1.0,39.93304,-75.16822,22.0
3099,2023-02-11,7pm-7am,1.0,2.0,1.0,39.93401,-75.15094,19.0
3053,2025-11-04,7am-7pm,24.0,17.0,-7.0,39.93231,-75.18154,19.0
3029,2023-02-10,7am-7pm,14.0,19.0,5.0,39.9538,-75.19479,17.0
3387,2026-03-28,7pm-7am,0.0,3.0,3.0,39.97012,-75.14666,19.0
3162,2026-02-05,7am-7pm,3.0,5.0,2.0,39.94595,-75.18475,34.0
3008,2025-11-12,7pm-7am,1.0,0.0,-1.0,39.98081,-75.15067,17.0
3045,2023-03-17,7am-7pm,22.0,31.0,9.0,,,
3275,2023-10-04,7am-7pm,6.0,6.0,0.0,39.97576,-75.12157,22.0
3182,2023-11-22,7am-7pm,12.0,14.0,2.0,,,
3188,2023-06-27,7am-7pm,2.0,3.0,1.0,39.90471,-75.1734,56.0
3236,2025-01-16,7pm-7am,0.0,1.0,1.0,39.96566,-75.17765,18.0
3024,2024-03-15,7pm-7am,5.0,2.0,-3.0,39.94822,-75.20908,19.0
3405,2025-08-09,7pm-7am,1.0,2.0,1.0,39.94167,-75.16502,16.0
3157,2025-03-30,7am-7pm,12.0,9.0,-3.0,39.92545,-75.15954,18.0
3007,2026-02-13,7am-7pm,12.0,8.0,-4.0,39.94517,-75.15993,20.0
3301,2023-11-13,7pm-7am,3.0,2.0,-1.0,39.95029,-75.17126,15.0
3279,2024-08-23,7pm-7am,1.0,2.0,1.0,39.9265,-75.1668,18.0
3297,2023-05-01,7pm-7am,3.0,0.0,-3.0,39.95821,-75.16901,19.0
3306,2024-05-26,7am-7pm,1.0,1.0,0.0,39.99683,-75.17761,11.0
3123,2025-05-08,7am-7pm,2.0,1.0,-1.0,39.98004,-75.17088,16.0
3124,2025-03-06,7pm-7am,1.0,0.0,-1.0,39.95367,-75.13956,17.0
3354,2024-07-24,7am-7pm,1.0,0.0,-1.0,39.95628,-75.2387,18.0
3115,2023-08-07,7am-7pm,11.0,4.0,-7.0,39.97263,-75.16757,18.0
3031,2024-03-31,7pm-7am,1.0,3.0,2.0,39.98005,-75.15522,21.0
3124,2025-12-24,7am-7pm,8.0,5.0,-3.0,39.95367,-75.13956,17.0
3037,2024-05-16,7pm-7am,3.0,1.0,-2.0,39.95424,-75.16138,21.0
3052,2024-11-19,7pm-7am,3.0,10.0,7.0,39.94732,-75.15695,25.0
3022,2025-02-22,7am-7pm,8.0,14.0,6.0,39.95472,-75.18323,21.0
3342,2024-08-14,7am-7pm,10.0,9.0,-1.0,39.9639,-75.17385,20.0
3009,2026-03-08,7pm-7am,3.0,6.0,3.0,39.95576,-75.18982,14.0
3346,2024-07-12,7am-7pm,10.0,10.0,0.0,39.94883,-75.15097,17.0
3213,2025-09-09,7am-7pm,49.0,56.0,7.0,39.93887,-75.16663,25.0
3150,2024-06-14,7am-7pm,15.0,14.0,-1.0,39.92884,-75.17021,17.0
3235,2024-01-10,7am-7pm,13.0,7.0,-6.0,39.96,-75.1651,15.0
3313,2025-12-10,7pm-7am,0.0,1.0,1.0,39.9158,-75.1643,9.0
3304,2023-02-12,7am-7pm,5.0,3.0,-2.0,39.94234,-75.15399,21.0
3160,2023-11-22,7pm-7am,1.0,3.0,2.0,39.95662,-75.19862,41.0
3099,2024-11-28,7am-7pm,0.0,1.0,1.0,39.93401,-75.15094,19.0
3041,2023-10-17,7pm-7am,2.0,4.0,2.0,39.96849,-75.13546,26.0
3449,2026-01-24,7pm-7am,1.0,0.0,-1.0,39.94628,-75.15138,21.0
3271,2024-05-07,7am-7pm,1.0,3.0,2.0,39.9476,-75.22946,18.0
3349,2024-07-22,7pm-7am,0.0,5.0,5.0,39.93651,-75.18621,17.0
3008,2023-01-02,7am-7pm,3.0,2.0,-1.0,39.98081,-75.15067,17.0
3073,2024-12-11,7pm-7am,3.0,0.0,-3.0,39.96143,-75.15242,15.0
3304,2025-08-15,7am-7pm,28.0,32.0,4.0,39.94234,-75.15399,21.0
3116,2024-05-03,7am-7pm,16.0,16.0,0.0,39.96006,-75.17198,21.0
3155,2023-12-29,7pm-7am,6.0,2.0,-4.0,39.94018,-75.15442,18.0
3363,2024-08-24,7pm-7am,16.0,9.0,-7.0,39.94655,-75.16263,17.0
3045,2023-03-14,7am-7pm,12.0,13.0,1.0,,,
3318,2024-01-28,7am-7pm,1.0,2.0,1.0,39.95182,-75.16395,20.0
3370,2025-06-30,7pm-7am,2.0,0.0,-2.0,40.0163,-75.21241,16.0
3159,2024-08-25,7am-7pm,15.0,14.0,-1.0,39.95121,-75.19962,23.0
3245,2023-03-24,7am-7pm,4.0,4.0,0.0,39.97887,-75.15777,20.0
3296,2025-04-23,7am-7pm,37.0,39.0,2.0,39.95134,-75.16758,21.0
3039,2024-10-24,7am-7pm,9.0,5.0,-4.0,39.97157,-75.15993,17.0
3421,2025-11-24,7am-7pm,4.0,2.0,-2.0,39.91972,-75.16408,13.0
3024,2025-02-13,7am-7pm,0.0,1.0,1.0,39.94822,-75.20908,19.0
3074,2024-10-17,7pm-7am,9.0,7.0,-2.0,39.95511,-75.20987,15.0
3043,2023-10-11,7pm-7am,10.0,9.0,-1.0,,,
3351,2025-08-27,7pm-7am,0.0,1.0,1.0,39.99655,-75.14991,18.0
3313,2023-12-16,7pm-7am,1.0,0.0,-1.0,39.9158,-75.1643,9.0
3370,2025-10-29,7pm-7am,2.0,0.0,-2.0,40.0163,-75.21241,16.0
3387,2025-12-15,7am-7pm,1.0,2.0,1.0,39.97012,-75.14666,19.0
3187,2024-12-27,7am-7pm,7.0,5.0,-2.0,39.95725,-75.17232,19.0
3392,2025-10-04,7am-7pm,5.0,5.0,0.0,39.93633,-75.19447,13.0
3437,2025-09-26,7am-7pm,3.0,5.0,2.0,39.93931,-75.20336,15.0
3160,2024-12-14,7am-7pm,5.0,3.0,-2.0,39.95662,-75.19862,41.0
3204,2024-10-02,7am-7pm,14.0,11.0,-3.0,39.96437,-75.16582,22.0
3360,2024-02-01,7am-7pm,15.0,7.0,-8.0,39.93304,-75.16822,22.0
3156,2025-01-27,7pm-7am,5.0,2.0,-3.0,39.95381,-75.17407,22.0
3069,2025-01-26,7am-7pm,6.0,4.0,-2.0,39.93704,-75.15038,23.0
3280,2025-07-30,7pm-7am,3.0,1.0,-2.0,39.93968,-75.21362,18.0
3159,2024-11-16,7pm-7am,4.0,6.0,2.0,39.95121,-75.19962,23.0
3040,2026-01-13,7am-7pm,17.0,17.0,0.0,39.96289,-75.16606,21.0
3052,2024-12-26,7am-7pm,6.0,7.0,1.0,39.94732,-75.15695,25.0
3034,2025-06-27,7pm-7am,5.0,13.0,8.0,39.93315,-75.16248,16.0
3047,2025-08-21,7pm-7am,8.0,4.0,-4.0,39.95073,-75.14947,20.0
3120,2024-01-02,7pm-7am,2.0,1.0,-1.0,39.97522,-75.18669,19.0
3233,2023-03-04,7pm-7am,0.0,1.0,1.0,,,
3152,2026-02-20,7pm-7am,2.0,2.0,0.0,39.94993,-75.20286,17.0
3162,2023-08-15,7am-7pm,9.0,9.0,0.0,39.94595,-75.18475,34.0
3025,2025-05-05,7pm-7am,3.0,4.0,1.0,39.93724,-75.1612,15.0
3185,2025-03-09,7pm-7am,10.0,3.0,-7.0,39.95169,-75.15888,21.0
3373,2025-11-23,7am-7pm,14.0,9.0,-5.0,39.95817,-75.15668,15.0
3058,2026-02-08,7am-7pm,1.0,7.0,6.0,,,
3035,2024-12-08,7am-7pm,1.0,3.0,2.0,39.96271,-75.19419,20.0
3163,2026-02-21,7pm-7am,1.0,2.0,1.0,39.94974,-75.18097,22.0
3344,2024-06-28,7pm-7am,0.0,2.0,2.0,39.95961,-75.23354,23.0
3017,2023-12-30,7am-7pm,2.0,1.0,-1.0,39.98003,-75.14371,15.0
3319,2024-02-10,7pm-7am,1.0,0.0,-1.0,39.96672,-75.12964,16.0
3353,2025-06-20,7am-7pm,0.0,2.0,2.0,40.00496,-75.15233,22.0
3053,2025-12-31,7am-7pm,8.0,8.0,0.0,39.93231,-75.18154,19.0
3282,2024-03-18,7am-7pm,1.0,1.0,0.0,39.98628,-75.14925,15.0
3060,2024-10-25,7pm-7am,1.0,0.0,-1.0,39.95923,-75.17036,19.0
3346,2024-03-02,7pm-7am,2.0,0.0,-2.0,39.94883,-75.15097,17.0
3078,2023-09-18,7am-7pm,18.0,20.0,2.0,39.95355,-75.17192,18.0
3343,2024-02-01,7pm-7am,0.0,1.0,1.0,,,
3164,2023-12-02,7pm-7am,6.0,3.0,-3.0,39.92814,-75.16515,18.0
3026,2024-12-24,7pm-7am,1.0,1.0,0.0,39.94182,-75.1455,17.0
3341,2024-04-09,7pm-7am,0.0,1.0,1.0,39.98131,-75.12732,20.0
3007,2023-12-10,7am-7pm,17.0,12.0,-5.0,39.94517,-75.15993,20.0
3018,2024-07-21,7am-7pm,40.0,33.0,-7.0,39.95273,-75.15979,18.0
3111,2024-07-05,7am-7pm,2.0,1.0,-1.0,39.97779,-75.21323,14.0
3112,2023-10-26,7am-7pm,12.0,9.0,-3.0,39.95373,-75.21825,18.0
3039,2024-11-22,7pm-7am,1.0,2.0,1.0,39.97157,-75.15993,17.0
3119,2023-03-17,7pm-7am,1.0,2.0,1.0,39.96674,-75.20799,17.0
3114,2025-08-24,7am-7pm,15.0,15.0,0.0,39.93775,-75.18012,17.0
3165,2024-05-08,7pm-7am,6.0,12.0,6.0,39.95819,-75.1782,22.0
3183,2025-03-18,7am-7pm,2.0,3.0,1.0,39.88994,-75.17679,20.0
3120,2025-09-27,7pm-7am,3.0,5.0,2.0,39.97522,-75.18669,19.0
3304,2025-03-22,7am-7pm,27.0,21.0,-6.0,39.94234,-75.15399,21.0
3014,2024-05-11,7pm-7am,1.0,0.0,-1.0,39.95886,-75.17369,25.0
3099,2025-10-04,7am-7pm,16.0,10.0,-6.0,39.93401,-75.15094,19.0
3166,2024-11-09,7pm-7am,7.0,2.0,-5.0,39.97195,-75.13445,22.0
3321,2024-03-04,7am-7pm,4.0,9.0,5.0,39.95485,-75.17298,21.0
3052,2026-01-25,7pm-7am,1.0,0.0,-1.0,39.94732,-75.15695,25.0
3297,2025-09-18,7pm-7am,3.0,3.0,0.0,39.95821,-75.16901,19.0
3247,2024-06-09,7pm-7am,1.0,0.0,-1.0,39.96538,-75.21514,16.0
3014,2023-09-13,7pm-7am,2.0,3.0,1.0,39.95886,-75.17369,25.0
3063,2023-12-15,7am-7pm,25.0,23.0,-2.0,39.94633,-75.1698,25.0
3334,2023-05-25,7pm-7am,9.0,4.0,-5.0,39.9302,-75.15636,19.0
3271,2025-09-12,7am-7pm,6.0,4.0,-2.0,39.9476,-75.22946,18.0
3150,2024-05-11,7pm-7am,3.0,2.0,-1.0,39.92884,-75.17021,17.0
3110,2024-01-22,7am-7pm,2.0,0.0,-2.0,39.96175,-75.13641,19.0
3345,2025-07-13,7pm-7am,7.0,8.0,1.0,39.9617,-75.14667,19.0
3032,2025-12-08,7am-7pm,30.0,30.0,0.0,39.94527,-75.17971,20.0
3329,2025-10-03,7pm-7am,1.0,0.0,-1.0,40.02651,-75.22445,15.0
3208,2026-02-22,7am-7pm,5.0,6.0,1.0,39.95048,-75.19324,28.0
3125,2024-03-12,7pm-7am,9.0,5.0,-4.0,39.94391,-75.16735,16.0
3346,2025-05-05,7pm-7am,3.0,1.0,-2.0,39.94883,-75.15097,17.0
3025,2025-08-02,7am-7pm,39.0,31.0,-8.0,39.93724,-75.1612,15.0
3212,2023-01-18,7am-7pm,10.0,9.0,-1.0,39.96383,-75.18177,32.0
3297,2023-03-04,7am-7pm,1.0,2.0,1.0,39.95821,-75.16901,19.0
3275,2024-12-03,7pm-7am,2.0,1.0,-1.0,39.97576,-75.12157,22.0
3370,2025-08-14,7am-7pm,3.0,4.0,1.0,40.0163,-75.21241,16.0
3297,2023-09-15,7pm-7am,2.0,1.0,-1.0,39.95821,-75.16901,19.0
3037,2023-02-02,7pm-7am,4.0,3.0,-1.0,39.95424,-75.16138,21.0
3038,2023-12-13,7pm-7am,6.0,3.0,-3.0,39.94781,-75.19409,28.0
3350,2025-10-22,7pm-7am,1.0,1.0,0.0,39.99415,-75.15527,20.0
3099,2025-04-23,7pm-7am,5.0,7.0,2.0,39.93401,-75.15094,19.0
3031,2025-04-21,7pm-7am,10.0,6.0,-4.0,39.98005,-75.15522,21.0
3069,2024-11-22,7pm-7am,2.0,3.0,1.0,39.93704,-75.15038,23.0
3098,2023-01-08,7pm-7am,5.0,9.0,4.0,39.93431,-75.16042,19.0
3104,2024-04-13,7pm-7am,5.0,4.0,-1.0,39.96664,-75.19209,13.0
3050,2023-01-25,7am-7pm,8.0,7.0,-1.0,,,
3021,2024-11-09,7pm-7am,1.0,2.0,1.0,39.9539,-75.16902,34.0
3282,2023-07-29,7am-7pm,1.0,2.0,1.0,39.98628,-75.14925,15.0
3253,2026-03-01,7am-7pm,1.0,0.0,-1.0,39.93074,-75.18924,21.0
3101,2024-07-11,7am-7pm,36.0,38.0,2.0,39.94295,-75.15955,18.0
3291,2023-06-20,7pm-7am,0.0,1.0,1.0,40.01022,-75.197,15.0
3309,2023-12-20,7pm-7am,0.0,1.0,1.0,,,
3118,2026-01-24,7pm-7am,0.0,2.0,2.0,39.95866,-75.21323,20.0
3120,2025-05-05,7pm-7am,3.0,3.0,0.0,39.97522,-75.18669,19.0
3249,2023-07-23,7pm-7am,7.0,5.0,-2.0,39.95784,-75.19079,22.0
3014,2024-11-07,7am-7pm,2.0,1.0,-1.0,39.95886,-75.17369,25.0
3313,2025-09-26,7am-7pm,4.0,4.0,0.0,39.9158,-75.1643,9.0
3317,2023-07-05,7am-7pm,3.0,3.0,0.0,,,
3059,2025-05-10,7am-7pm,21.0,17.0,-4.0,39.96244,-75.16121,21.0
3315,2025-10-25,7am-7pm,2.0,4.0,2.0,39.94235,-75.21138,13.0
3047,2025-04-04,7am-7pm,14.0,9.0,-5.0,39.95073,-75.14947,20.0
3233,2025-02-23,7pm-7am,1.0,1.0,0.0,,,
3331,2024-08-12,7pm-7am,3.0,3.0,0.0,39.97116,-75.12813,20.0
3285,2023-04-29,7am-7pm,3.0,3.0,0.0,39.95946,-75.14745,19.0
3063,2024-08-27,7pm-7am,9.0,10.0,1.0,39.94633,-75.1698,25.0
3333,2023-08-15,7pm-7am,1.0,3.0,2.0,39.9541,-75.16965,25.0
3120,2023-08-17,7am-7pm,17.0,12.0,-5.0,39.97522,-75.18669,19.0
3041,2025-07-04,7am-7pm,13.0,9.0,-4.0,39.96849,-75.13546,26.0
3159,2023-06-01,7pm-7am,4.0,2.0,-2.0,39.95121,-75.19962,23.0
3074,2023-09-24,7am-7pm,3.0,4.0,1.0,39.95511,-75.20987,15.0
3236,2023-02-13,7pm-7am,1.0,3.0,2.0,39.96566,-75.17765,18.0
3325,2024-10-31,7pm-7am,0.0,1.0,1.0,39.9768,-75.12764,22.0
3054,2023-03-24,7pm-7am,5.0,4.0,-1.0,39.9625,-75.1742,35.0
3187,2024-12-02,7pm-7am,1.0,3.0,2.0,39.95725,-75.17232,19.0
3205,2023-04-13,7am-7pm,21.0,20.0,-1.0,39.95405,-75.16783,22.0
3125,2024-11-26,7am-7pm,7.0,10.0,3.0,39.94391,-75.16735,16.0
3100,2023-09-22,7am-7pm,23.0,25.0,2.0,39.92777,-75.15103,38.0
3075,2023-05-29,7pm-7am,4.0,5.0,1.0,39.96718,-75.16125,12.0
3251,2024-05-21,7am-7pm,3.0,4.0,1.0,39.93366,-75.19319,16.0
3077,2025-02-02,7am-7pm,3.0,1.0,-2.0,39.97207,-75.16351,19.0
3018,2025-03-01,7pm-7am,2.0,1.0,-1.0,39.95273,-75.15979,18.0
3235,2025-01-30,7am-7pm,1.0,7.0,6.0,39.96,-75.1651,15.0
3078,2026-03-21,7am-7pm,12.0,20.0,8.0,39.95355,-75.17192,18.0
3124,2025-09-22,7am-7pm,18.0,20.0,2.0,39.95367,-75.13956,17.0
3024,2026-01-08,7am-7pm,5.0,2.0,-3.0,39.94822,-75.20908,19.0
3049,2023-10-26,7am-7pm,7.0,6.0,-1.0,39.94509,-75.1425,29.0
3236,2024-02-06,7am-7pm,8.0,6.0,-2.0,39.96566,-75.17765,18.0
3104,2023-10-05,7am-7pm,9.0,8.0,-1.0,39.96664,-75.19209,13.0
3063,2025-01-23,7am-7pm,7.0,9.0,2.0,39.94633,-75.1698,25.0
3285,2024-03-16,7am-7pm,8.0,12.0,4.0,39.95946,-75.14745,19.0
3265,2025-08-06,7am-7pm,4.0,5.0,1.0,39.95957,-75.19633,13.0
3275,2023-05-09,7am-7pm,4.0,9.0,5.0,39.97576,-75.12157,22.0
3066,2025-08-05,7pm-7am,23.0,9.0,-14.0,39.94561,-75.17348,29.0
3378,2025-11-05,7am-7pm,7.0,10.0,3.0,39.95238,-75.14728,18.0
3236,2024-06-23,7pm-7am,1.0,1.0,0.0,39.96566,-75.17765,18.0
3200,2023-07-19,7am-7pm,7.0,5.0,-2.0,39.97583,-75.16846,17.0
3255,2023-06-07,7pm-7am,7.0,2.0,-5.0,39.95095,-75.16438,15.0
3343,2024-08-26,7pm-7am,4.0,1.0,-3.0,,,
3210,2024-12-08,7am-7pm,4.0,3.0,-1.0,39.98492,-75.15668,18.0
3303,2024-04-03,7pm-7am,0.0,2.0,2.0,39.9559,-75.2053,20.0
3256,2026-01-26,7am-7pm,3.0,4.0,1.0,39.95269,-75.17779,23.0
3075,2024-10-04,7am-7pm,18.0,14.0,-4.0,39.96718,-75.16125,12.0
3020,2024-12-28,7pm-7am,3.0,0.0,-3.0,39.94855,-75.19007,36.0
3066,2023-06-13,7pm-7am,8.0,11.0,3.0,39.94561,-75.17348,29.0
3062,2023-08-05,7pm-7am,2.0,2.0,0.0,,,
3328,2024-03-14,7pm-7am,10.0,9.0,-1.0,39.98798,-75.1995,23.0
3408,2025-11-28,7am-7pm,2.0,1.0,-1.0,39.9216,-75.15,17.0
3074,2023-11-20,7pm-7am,1.0,3.0,2.0,39.95511,-75.20987,15.0
3255,2025-08-10,7am-7pm,14.0,20.0,6.0,39.95095,-75.16438,15.0
3021,2024-01-20,7am-7pm,3.0,3.0,0.0,39.9539,-75.16902,34.0
3250,2023-04-22,7pm-7am,0.0,2.0,2.0,39.95673,-75.14575,17.0
3256,2023-04-14,7pm-7am,11.0,9.0,-2.0,39.95269,-75.17779,23.0
3412,2025-06-22,7pm-7am,1.0,0.0,-1.0,39.93771,-75.23373,15.0
3154,2025-06-06,7am-7pm,19.0,11.0,-8.0,39.95924,-75.15821,16.0
3205,2025-10-23,7am-7pm,27.0,26.0,-1.0,39.95405,-75.16783,22.0
3378,2024-07-02,7am-7pm,8.0,7.0,-1.0,39.95238,-75.14728,18.0
3124,2023-12-25,7am-7pm,3.0,4.0,1.0,39.95367,-75.13956,17.0
3169,2024-06-13,7pm-7am,10.0,5.0,-5.0,39.95382,-75.14263,17.0
3276,2026-01-17,7am-7pm,4.0,4.0,0.0,39.96569,-75.15679,18.0
3063,2024-05-15,7pm-7am,14.0,8.0,-6.0,39.94633,-75.1698,25.0
3124,2023-08-17,7am-7pm,10.0,14.0,4.0,39.95367,-75.13956,17.0
3058,2023-03-27,7am-7pm,10.0,7.0,-3.0,,,
3299,2025-04-02,7pm-7am,4.0,1.0,-3.0,39.94332,-75.15698,22.0
3299,2024-10-18,7pm-7am,10.0,2.0,-8.0,39.94332,-75.15698,22.0
3119,2025-09-25,7am-7pm,4.0,3.0,-1.0,39.96674,-75.20799,17.0
3158,2025-03-02,7pm-7am,0.0,1.0,1.0,39.92552,-75.16904,15.0
3104,2025-09-07,7am-7pm,5.0,5.0,0.0,39.96664,-75.19209,13.0
3029,2026-01-06,7am-7pm,19.0,19.0,0.0,39.9538,-75.19479,17.0
3394,2025-05-31,7am-7pm,6.0,7.0,1.0,39.924,-75.16959,14.0
